tx_hash,from_address,to_address,value_eth,gas_price,timestamp,final_status,final_score,reasons,agent_1_score,agent_2_score,agent_3_score,is_fraud
0x00000000000c94fd93f7de78bcbe0e343c2b52c451ff17cbd7573470b216523b,0xnorm000000000000000000000000000000000000a,0xnorm000000000000000000000000000000000000c,3.147834,38.27,2025-10-12T04:09:51Z,FLAG_FOR_REVIEW,33.0,"ML Model: Behavioral anomaly detected (raw score: -0.464, risk add: 18) | History: Value 5.9x higher than wallet avg (0.5375 ETH) | Network analysis skipped (simulation removed)",0,33,0,0
0x0000000000129c6df24c55118430e082a292137dc092aa420027f9460859e1bb,0xnorm0000000000000000000000000000000000004,0xnorm000000000000000000000000000000000000a,2.966546,52.08,2025-10-08T20:08:08Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.449, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
0x00000000000c1ec9b55558e764d8264a211d984247847677132559f7bd7bcc69,0xnorm0000000000000000000000000000000000012,0xnorm0000000000000000000000000000000000004,1.487022,66.39,2025-10-15T13:18:41Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.436, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x00000000000feab8aba953aff202be1ef735bfff1e75eb9b9918baabce4ea7e7,0xnorm000000000000000000000000000000000000c,0xnorm0000000000000000000000000000000000008,3.315735,73.01,2025-10-09T10:15:15Z,APPROVE,19.0,"ML Model: Behavioral anomaly detected (raw score: -0.488, risk add: 19) | Network analysis skipped (simulation removed)",0,19,0,0
0x000000000004ae4259b4ce8b5f4897c2f513fbfe9792a8c84e98e1b2f6c80f84,0xnorm0000000000000000000000000000000000001,0xnorm0000000000000000000000000000000000008,2.580593,78.2,2025-10-13T04:58:49Z,APPROVE,22.0,"ML Model: Behavioral anomaly detected (raw score: -0.552, risk add: 22) | Network analysis skipped (simulation removed)",0,22,0,0
0x000000000002c35b95e00f859d81e8abbf03c1ccaa85384928f901184f48a55a,0xnorm000000000000000000000000000000000000d,0xnorm0000000000000000000000000000000000009,5.840892,66.55,2025-10-12T05:53:01Z,FLAG_FOR_REVIEW,34.0,"ML Model: Behavioral anomaly detected (raw score: -0.480, risk add: 19) | History: Value 9.5x higher than wallet avg (0.6124 ETH) | Network analysis skipped (simulation removed)",0,34,0,0
0x000000000017eeebb15cc0ae679653c109be245a5ab5e5d331e3a01719b3f84f,0xnorm0000000000000000000000000000000000001,0xnorm000000000000000000000000000000000000f,0.345975,32.32,2025-10-14T00:23:46Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.429, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x0000000000110a5158854b30c5ebcaa22444e6ed185b93c90783bf3a4c628e79,0xnorm0000000000000000000000000000000000012,0xnorm000000000000000000000000000000000000d,7.214325,56.16,2025-10-01T19:43:13Z,DENY,50.0,"ML Model: Behavioral anomaly detected (raw score: -0.512, risk add: 20) | History: Value 11.4x higher than wallet avg (0.6317 ETH) | Network analysis skipped (simulation removed)",0,50,0,0
0x00000000000a9e73e433ae581ff3eddfd2c1348935322dc42ea37068e96fdd6b,0xnorm0000000000000000000000000000000000009,0xnorm000000000000000000000000000000000000d,0.857063,49.86,2025-10-10T01:53:18Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.426, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x0000000000030f7b443e477794bfda58a200b2d973fc420598fcdaaf83b4a77a,0xnorm000000000000000000000000000000000000c,0xnorm000000000000000000000000000000000000f,0.619827,70.37,2025-10-02T00:16:14Z,APPROVE,18.0,"ML Model: Behavioral anomaly detected (raw score: -0.473, risk add: 18) | Network analysis skipped (simulation removed)",0,18,0,0
0x0000000000148e11a6cd62103ba06f8841ddffea96576752cd77447a51303fea,0xnorm000000000000000000000000000000000000f,0xnorm0000000000000000000000000000000000007,30.7908,75.97,2025-10-06T05:11:31Z,FLAG_FOR_REVIEW,46.0,"ML Model: Behavioral anomaly detected (raw score: -0.731, risk add: 31) | History: Value 5.7x higher than wallet avg (5.4199 ETH) | Network analysis skipped (simulation removed)",0,46,0,1
0x000000000012018a58002d56ba1824e3fa524fc4ee60ed8e2564583aa48acf27,0xnorm0000000000000000000000000000000000001,0xnorm0000000000000000000000000000000000013,0.291188,44.89,2025-10-04T00:12:17Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.445, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
0x00000000000f89e5044d7af794a218ee02899862198794a535b7f477869321b5,0xnorm0000000000000000000000000000000000009,0xnorm000000000000000000000000000000000000e,3.011356,31.3,2025-10-15T07:53:15Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.457, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
0x00000000000c618bbf53aa729dceb7e070b6023189e1922d375404dcb86bb0a1,0xnorm0000000000000000000000000000000000011,0xnorm000000000000000000000000000000000000f,0.941943,72.81,2025-10-07T23:21:15Z,APPROVE,18.0,"ML Model: Behavioral anomaly detected (raw score: -0.465, risk add: 18) | Network analysis skipped (simulation removed)",0,18,0,0
0x00000000000daf3c3407d3ca3e47f8336a9030baf94e33e9b86194b01c1af0c5,0xnorm0000000000000000000000000000000000006,0xnorm0000000000000000000000000000000000004,7.773568,72.34,2025-10-14T08:07:48Z,FLAG_FOR_REVIEW,37.0,"ML Model: Behavioral anomaly detected (raw score: -0.546, risk add: 22) | History: Value 8.6x higher than wallet avg (0.9014 ETH) | Network analysis skipped (simulation removed)",0,37,0,0
0x00000000000a88c12790b59785c4e814b08e191d07f38734f6f6feb0487dc7f6,0xnorm000000000000000000000000000000000000a,0xnorm0000000000000000000000000000000000003,0.572446,67.42,2025-10-14T18:53:08Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.450, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
0x00000000000677e9bdf5d8348b8c30d436e450037043f764a2e1fc221b98cf9d,0xnorm0000000000000000000000000000000000005,0xnorm0000000000000000000000000000000000000,15.133076,15.55,2025-10-07T14:17:24Z,DENY,56.0,"ML Model: Behavioral anomaly detected (raw score: -0.631, risk add: 26) | History: Value 12.5x higher than wallet avg (1.2151 ETH) | Network analysis skipped (simulation removed)",0,56,0,0
0x000000000013eb1f4a0e06f21807b065653b40553f47e4a381c28b6ca14fc05a,0xnorm000000000000000000000000000000000000a,0xnorm0000000000000000000000000000000000005,1.155415,76.51,2025-10-10T23:04:50Z,APPROVE,20.0,"ML Model: Behavioral anomaly detected (raw score: -0.504, risk add: 20) | Network analysis skipped (simulation removed)",0,20,0,0
0x0000000000158c32d8cfb9db0654c3264ddbdd3957fad65559e1f4e9ca130cbe,0xnorm0000000000000000000000000000000000013,0xnorm000000000000000000000000000000000000e,3.352411,40.11,2025-10-14T23:38:31Z,APPROVE,18.0,"ML Model: Behavioral anomaly detected (raw score: -0.469, risk add: 18) | Network analysis skipped (simulation removed)",0,18,0,0
0x00000000000d4a73136de2de1dbabb077871fd3f973de2309f73f935ba15740a,0xnorm0000000000000000000000000000000000011,0xnorm000000000000000000000000000000000000c,1.455673,28.89,2025-10-08T20:56:41Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.437, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x000000000004f1bb87d260a2e7eb19f65ab4428861835f08939f83fc9a8becf4,0xnorm000000000000000000000000000000000000a,0xnorm000000000000000000000000000000000000e,9.6363,213.83,2025-10-03T04:19:42Z,DENY,57.0,"ML Model: Behavioral anomaly detected (raw score: -0.656, risk add: 27) | History: Value 17.9x higher than wallet avg (0.5375 ETH) | Network analysis skipped (simulation removed)",0,57,0,1
0x000000000004e8c4c7209a616d804d13f894df94e5053fc47a591caec34f59cf,0xnorm0000000000000000000000000000000000006,0xnorm000000000000000000000000000000000000f,6.891733,28.31,2025-10-17T19:37:13Z,FLAG_FOR_REVIEW,36.0,"ML Model: Behavioral anomaly detected (raw score: -0.535, risk add: 21) | History: Value 7.6x higher than wallet avg (0.9014 ETH) | Network analysis skipped (simulation removed)",0,36,0,0
0x000000000009da5d860738b32681b81cb94d6c4fac7ba576936e1b0a281bac42,0xnorm0000000000000000000000000000000000000,0xnorm0000000000000000000000000000000000010,0.190894,77.55,2025-10-01T23:01:55Z,APPROVE,21.0,"ML Model: Behavioral anomaly detected (raw score: -0.529, risk add: 21) | Network analysis skipped (simulation removed)",0,21,0,0
0x000000000002c25759a76ada03a27915796ad2e14a96db7dd20d95d73a23dd84,0xnorm0000000000000000000000000000000000007,0xnorm0000000000000000000000000000000000001,2.475215,58.39,2025-10-18T08:36:21Z,APPROVE,18.0,"ML Model: Behavioral anomaly detected (raw score: -0.462, risk add: 18) | Network analysis skipped (simulation removed)",0,18,0,0
0x0000000000158224d417b9dd937f619c70867f9b20a2639c0f6d2a592085a2a3,0xnorm0000000000000000000000000000000000005,0xnorm0000000000000000000000000000000000004,3.158862,75.61,2025-10-12T00:28:20Z,APPROVE,20.0,"ML Model: Behavioral anomaly detected (raw score: -0.510, risk add: 20) | Network analysis skipped (simulation removed)",0,20,0,0
0x000000000004ec5c11a02739af37b4819beafa4ec12b9ac1652d23f69cf4aaa4,0xnorm0000000000000000000000000000000000008,0xnorm000000000000000000000000000000000000b,39.9949,87.79,2025-10-14T18:18:33Z,DENY,62.0,"ML Model: Behavioral anomaly detected (raw score: -0.750, risk add: 32) | History: Value 80.0x higher than wallet avg (0.4997 ETH) | Network analysis skipped (simulation removed)",0,62,0,1
0x00000000001356957d727e70eb7a63432f4ca8b5f95b6d04f9809b8fa9c4fbdc,0xnorm0000000000000000000000000000000000007,0xnorm0000000000000000000000000000000000005,0.355691,68.01,2025-10-11T23:31:21Z,APPROVE,18.0,"ML Model: Behavioral anomaly detected (raw score: -0.463, risk add: 18) | Network analysis skipped (simulation removed)",0,18,0,0
0x00000000000933e6c8ae9e284dfc4bf84cc23ad449294c52256202e44fb174a6,0xnorm0000000000000000000000000000000000006,0xnorm000000000000000000000000000000000000d,1.041894,31.56,2025-10-17T06:02:13Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.431, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x0000000000139732fd26acc4b343cc5879638f168a57a73bbd21183ec95c38df,0xnorm0000000000000000000000000000000000009,0xnorm0000000000000000000000000000000000006,0.978199,58.76,2025-10-18T21:23:58Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.450, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
0x0000000000175a64cf45faecb76faa9fe9452e0fc748e9bdfd58cce22549ef80,0xnorm000000000000000000000000000000000000f,0xnorm000000000000000000000000000000000000b,8.583141,32.73,2025-10-17T10:23:27Z,APPROVE,22.0,"ML Model: Behavioral anomaly detected (raw score: -0.541, risk add: 22) | Network analysis skipped (simulation removed)",0,22,0,0
0x00000000001010cc1f5bde1495e42b1eebbfbbaf66da3e21a95f36b76f130120,0xnorm000000000000000000000000000000000000a,0xnorm0000000000000000000000000000000000004,0.068281,69.36,2025-10-18T17:39:33Z,APPROVE,19.0,"ML Model: Behavioral anomaly detected (raw score: -0.490, risk add: 19) | Network analysis skipped (simulation removed)",0,19,0,0
0x00000000000294a805769f6f61742eac93eb02ea12a472d018a061d18e92ff30,0xnorm0000000000000000000000000000000000012,0xnorm0000000000000000000000000000000000009,0.715642,40.32,2025-10-04T03:00:37Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.437, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x00000000000805d103ae8ce32134d50ec146f059da63422c9925312cbfae0118,0xnorm000000000000000000000000000000000000d,0xnorm0000000000000000000000000000000000011,1.23588,33.57,2025-10-15T17:23:06Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.433, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x000000000003252ae9e6a6d8c1f947cf08de1ce3d3e54aa04f40ff3e8416a91c,0xnorm000000000000000000000000000000000000c,0xnorm0000000000000000000000000000000000002,0.179201,52.06,2025-10-18T20:49:02Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.442, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
0x000000000008742f1fd1db76680fe3d70c705021f4e9c5c18eeacf3b407acc28,0xnorm000000000000000000000000000000000000c,0xnorm0000000000000000000000000000000000009,1.711081,24.04,2025-10-14T11:55:07Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.448, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
0x000000000007d7fbfd71ffc6242d238849baaffba3a21e459cabbda99a3b8824,0xnorm000000000000000000000000000000000000e,0xnorm0000000000000000000000000000000000012,0.875949,79.78,2025-10-02T06:21:10Z,APPROVE,23.0,"ML Model: Behavioral anomaly detected (raw score: -0.567, risk add: 23) | Network analysis skipped (simulation removed)",0,23,0,0
0x000000000017b03be61442af8ee341b5b33d3e51298e9d52522219ff2e73bb05,0xnorm0000000000000000000000000000000000007,0xnorm0000000000000000000000000000000000004,1.396338,34.27,2025-10-04T18:00:54Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.433, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x0000000000100b01b05564d451f938d31ccf0b8f4317d7da432e3de97a925899,0xnorm0000000000000000000000000000000000008,0xnorm0000000000000000000000000000000000000,1.345188,66.83,2025-10-08T07:23:26Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.438, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x000000000016f0d6d5942aac0aed5dfecc3da97725d85f3d70d29f8968f6a7b6,0xnorm0000000000000000000000000000000000000,0xnorm0000000000000000000000000000000000002,0.366798,38.62,2025-10-03T01:23:05Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.442, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
0x00000000000b50974555dda9246b310827b21a54c48788f0e75d36cc356ee721,0xnorm000000000000000000000000000000000000a,0xnorm0000000000000000000000000000000000005,0.18351,20.27,2025-10-15T16:29:45Z,APPROVE,19.0,"ML Model: Behavioral anomaly detected (raw score: -0.482, risk add: 19) | Network analysis skipped (simulation removed)",0,19,0,0
0x0000000000160f3d4ad1fba2d7efadbbd71817636a75af7a8071a1d1ad9f697e,0xnorm0000000000000000000000000000000000011,0xnorm0000000000000000000000000000000000006,4.316969,48.56,2025-10-15T04:08:47Z,APPROVE,18.0,"ML Model: Behavioral anomaly detected (raw score: -0.474, risk add: 18) | Network analysis skipped (simulation removed)",0,18,0,0
0x0000000000089d22092ccc049defcf8dc6ec742fd3a06f18d115d20cf0d6d0db,0xnorm000000000000000000000000000000000000b,0xnorm000000000000000000000000000000000000a,2.243301,50.68,2025-10-03T04:41:34Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.447, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
0x00000000000358eda550e349b779f4e5c8366cf211eb43fa991e1b136f519a01,0xnorm0000000000000000000000000000000000009,0xnorm0000000000000000000000000000000000007,1.704572,49.65,2025-10-11T23:42:56Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.440, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x00000000000acdb60cbb1cbc493bb4a6aa3334097916514ae46dbf0296fcd651,0xnorm000000000000000000000000000000000000e,0xnorm000000000000000000000000000000000000c,4.918498,56.42,2025-10-14T10:30:17Z,APPROVE,18.0,"ML Model: Behavioral anomaly detected (raw score: -0.472, risk add: 18) | Network analysis skipped (simulation removed)",0,18,0,0
0x00000000000a3a76ecfbcc4b32b7505e30ccf9c51d1c9c5dfdbf876a4fc2fa84,0xnorm0000000000000000000000000000000000005,0xnorm0000000000000000000000000000000000007,5.338445,59.68,2025-10-16T03:51:31Z,APPROVE,18.0,"ML Model: Behavioral anomaly detected (raw score: -0.474, risk add: 18) | Network analysis skipped (simulation removed)",0,18,0,0
0x00000000000fe1c930e23aa2aaea439b7ec4a7734628685285e2eb4cbf3e0021,0xnorm0000000000000000000000000000000000006,0xnorm0000000000000000000000000000000000013,28.526107,32.59,2025-10-13T17:42:26Z,DENY,59.0,"ML Model: Behavioral anomaly detected (raw score: -0.699, risk add: 29) | History: Value 31.6x higher than wallet avg (0.9014 ETH) | Network analysis skipped (simulation removed)",0,59,0,0
0x0000000000068d7db5aa499eebfdf5865d4577019bfb364dc8a07c7844901b1a,0xnorm000000000000000000000000000000000000b,0xnorm0000000000000000000000000000000000007,5.914871,70.79,2025-10-06T02:18:10Z,APPROVE,20.0,"ML Model: Behavioral anomaly detected (raw score: -0.511, risk add: 20) | Network analysis skipped (simulation removed)",0,20,0,0
0x000000000006cb93a709546d6952546e75b708b269bcced2fd2ebc6f73ae4e0d,0xnorm0000000000000000000000000000000000005,0xnorm0000000000000000000000000000000000012,0.814131,37.15,2025-10-04T08:29:57Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.439, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x0000000000125a24c4cca9abdacf2d73f653e0536c86e8db5beee18dab7f2f26,0xnorm0000000000000000000000000000000000013,0xnorm000000000000000000000000000000000000e,0.109343,25.79,2025-10-16T22:27:45Z,APPROVE,18.0,"ML Model: Behavioral anomaly detected (raw score: -0.465, risk add: 18) | Network analysis skipped (simulation removed)",0,18,0,0
0x00000000000d0faba177ab311b0bb013f10e757a96ec37b8a4ec0826970abf3e,0xnorm0000000000000000000000000000000000009,0xnorm000000000000000000000000000000000000f,5.950758,43.37,2025-10-15T11:35:59Z,APPROVE,19.0,"ML Model: Behavioral anomaly detected (raw score: -0.493, risk add: 19) | Network analysis skipped (simulation removed)",0,19,0,0
0x000000000004f12e6ed6137bbbf0279916dc961246dcf391bf43a56b637fd0a7,0xnorm000000000000000000000000000000000000b,0xnorm000000000000000000000000000000000000a,0.460651,48.93,2025-10-02T13:06:52Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.437, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x00000000001727f017ad78bf47f3982167ac00b1f24229a9c730112769fadb1d,0xnorm000000000000000000000000000000000000e,0xnorm0000000000000000000000000000000000000,25.127845,17.75,2025-10-15T21:49:45Z,FLAG_FOR_REVIEW,45.0,"ML Model: Behavioral anomaly detected (raw score: -0.705, risk add: 30) | History: Value 6.0x higher than wallet avg (4.2188 ETH) | Network analysis skipped (simulation removed)",0,45,0,0
0x00000000000375ca2262757dd99e53f08c8b94884d91865604c1377f74394a6d,0xnorm0000000000000000000000000000000000011,0xnorm000000000000000000000000000000000000f,22.470542,35.75,2025-10-01T14:50:33Z,DENY,56.0,"ML Model: Behavioral anomaly detected (raw score: -0.629, risk add: 26) | History: Value 25.1x higher than wallet avg (0.8943 ETH) | Network analysis skipped (simulation removed)",0,56,0,0
0x00000000000d79a34c901e05896420f80444f2d3aee6427a96df5908350b757a,0xnorm000000000000000000000000000000000000d,0xnorm000000000000000000000000000000000000c,4.734922,21.93,2025-10-13T05:25:11Z,FLAG_FOR_REVIEW,35.0,"ML Model: Behavioral anomaly detected (raw score: -0.505, risk add: 20) | History: Value 7.7x higher than wallet avg (0.6124 ETH) | Network analysis skipped (simulation removed)",0,35,0,0
0x000000000016eea2e4b918165460f3a73a0e56d298a793c08a87372533849055,0xnorm000000000000000000000000000000000000c,0xnorm0000000000000000000000000000000000005,0.490485,32.83,2025-10-03T20:52:28Z,APPROVE,16.0,"ML Model: Behavioral anomaly detected (raw score: -0.423, risk add: 16) | Network analysis skipped (simulation removed)",0,16,0,0
0x000000000013b03391fda7e04f84011161aa3df134d4a51ab0cf94630efd2b0d,0xnorm0000000000000000000000000000000000001,0xnorm0000000000000000000000000000000000009,13.57497,25.06,2025-10-09T17:15:35Z,DENY,53.0,"ML Model: Behavioral anomaly detected (raw score: -0.560, risk add: 23) | History: Value 19.3x higher than wallet avg (0.7020 ETH) | Network analysis skipped (simulation removed)",0,53,0,0
0x00000000000c29dc96c71aeb4ab552a60840e0b198ef2d5b2cdfc2b388c11291,0xnorm0000000000000000000000000000000000006,0xnorm000000000000000000000000000000000000b,0.334065,38.99,2025-10-08T04:49:36Z,APPROVE,17.0,"ML Model: Behavioral anomaly detected (raw score: -0.443, risk add: 17) | Network analysis skipped (simulation removed)",0,17,0,0
